Código do Ativo,Sigla do Ativo,CEG do empreendimento,Cód. Parcela de Usina,Parcela de Usina,Tipo de Despacho,Participante do Rateio de Perdas,Fonte de Energia Primária,Combustível*,Submercado,UF,Caracterísitica da Parcela,Participante do MRE,Participante do Regime de Cotas,% de Desconto da Usina,Capacidade da Usina(i) - MW (CAP_T),Garantia Física (ii) MW Médio (GF),"Fator de Operação Comercial (iii) (F_COMERCIALp,j)","Fator de Abatimento de Perdas Internas Instantâneas (F_PDI p,j)",Cód. Perfil,Sigla,Nome Empresarial,Data de Início de Operação Comercial na CCEE,Mês,"Geração no Centro de Gravidade - 
MW médios 
(Gp,j)","Geração em Teste no Centro de Gravidade - MW médios 
(GFT p,j)","Garantia Física no Centro de Gravidade Apurada para Fins de Lastro - MW médios (GFISp,j)","Geração por Segurança Energética (1) 
 MW médios
(G_SE p,j)","Geração por  Restrição de Operação Constrained-On (1)   MW médios 
(G_CONST_ON p,j)","Geração para Manutenção de Reserva Operativa 
MW médios
(G_RESPOP p,j)  ","Geração por Unit Commitment
(G_UNIT p,j)  "
80748,SPESSATTO,CGH.PH.SC.029771-2.02,896844,SPESSATTO,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUL,SC,Operação Normal,Sim,Não,50%,2.38,1.33,1,1,58704,PCH SPESSATTO I5,LEAO BRANCO GERACAO DE ENERGIA S/A,2015-11-14 00:00:00,2023-01-01 00:00:00,0.3924894623655914,0,1.300075,0,0,,
80750,PCH JULIOES,PCH.PH.MG.030542-1.01,897926,PCH JULIOES,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUDESTE,MG,Operação Normal,Sim,Não,50%,3.4,1.61,1,1,58569,PCH JULIOES I5,MF PROJETOS EM ENERGIA LTDA,2017-03-23 00:00:00,2023-01-01 00:00:00,2.3812861357526884,0,1.6099999999999999,0,0,,
80781,BOM JESUS,CGH.PH.MG.032564-3.01,896126,BOM JESUS,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUDESTE,MG,Operação Normal,Não,Não,50%,1,0.6,1,1,21456,CGH BOM JESUS I5,BOM JESUS ENERGIA S.A.,2017-03-14 00:00:00,2023-01-01 00:00:00,0.35116582123655915,0,0.730255,0,0,,
80784,MUSSAMBE,EOL.CV.BA.031352-1.01,896248,MUSSAMBE,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,32.9,11.5,1,1,17834,MUSSAMBE I5,MUSSAMBE ENERGETICA S/A,2015-10-14 00:00:00,2023-01-01 00:00:00,6.905658227150537,0,11.155989513440861,0,0,,
80792,MORRO BRANCO I,EOL.CV.BA.031336-0.01,896284,MORRO BRANCO I,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,32.9,12.7,1,1,17815,MBRANCO1 I5,MORRO BRANCO I ENERGETICA S/A,2015-11-04 00:00:00,2023-01-01 00:00:00,7.399619732526882,0,12.32009278091398,0,0,,
80793,BARAUNAS I,EOL.CV.BA.031335-1.01,896347,BARAUNAS I,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,32.9,12.4,1,1,17814,BARAUNAS1 I5,BARAUNAS I ENERGETICA S/A,2015-11-20 00:00:00,2023-01-01 00:00:00,8.337794869623655,0,12.029066961021506,0,0,,
80801,FOTE SOLAR I,UFV.RS.PE.032372-1.01,895982,FOTE SOLAR I,IIC - Programada e Não Despachada em Conjunto,Sim,Solar Fotovoltaica,Radiação solar,NORDESTE,PE,Operação Normal,Não,Não,80%,5,0.91,1,1,21584,ENEL I8,ENEL SOLUCOES ENERGETICAS LTDA,2015-09-02 00:00:00,2023-01-01 00:00:00,0.7155941774193548,0,0.9286187862903226,0,0,,
80802,FONTES SOLAR II,UFV.RS.PE.032373-0.01,895983,FONTES SOLAR II,IIC - Programada e Não Despachada em Conjunto,Sim,Solar Fotovoltaica,Radiação solar,NORDESTE,PE,Operação Normal,Não,Não,80%,5,0.93,1,1,21584,ENEL I8,ENEL SOLUCOES ENERGETICAS LTDA,2015-09-05 00:00:00,2023-01-01 00:00:00,0.6198346774193548,0,0.949087064516129,0,0,,
80841,Floraplac MDF Ltda,UTE.FL.PA.032116-8.01,896125,Floraplac MDF Ltda,III - Não Programada e Não Despachada,Não,Térmica a Biomassa,Resíduos Florestais,NORTE,PA,Operação Normal,Não,Não,50%,20,3.6,1,1,58566,FLORAPLACMDF PIE I5,FLORAPLAC MDF LTDA,2015-08-27 00:00:00,2023-01-01 00:00:00,2.8179501397849465,0,3.6,0,0,,
80881,RUDOLF LINDNER,CGH.PH.SC.032070-6.01,896305,RUDOLF LINDNER,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUL,SC,Operação Normal,Sim,Não,50%,0.835,0.59,1,1,22529,CGH RUDOLF LINDNER I5,LINDNER GERACAO DE ENERGIA ELETRICA LTDA.,2015-12-11 00:00:00,2023-01-01 00:00:00,0.16603858064516128,0,0.59,0,0,,
80901,CHUI IX,EOL.CV.RS.031517-6.01,896306,CHUI IX,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,SUL,RS,Operação Normal,Não,Não,50%,17.9,6.6,1,1,33434,SVP I5,OMEGA GERACAO S.A.,2015-10-22 00:00:00,2023-01-01 00:00:00,5.833902790322581,0,7.826120928763441,0,0,,
80921,DESTILARIA MELHOR,UTE.AI.PR.028074-7.01,897166,MELHORAMENTOS NP,III - Não Programada e Não Despachada,Não,Térmica a Biomassa,Bagaço de Cana de Açúcar,SUL,PR,Operação Normal,Não,Não,50%,40,,1,1,56190,MELHORAMENTOS NPR I5,COMPANHIA MELHORAMENTOS NORTE DO PARANA,2016-04-02 00:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
80943,MOINHO (MOINHO 2),PCH.PH.PR.030836-6.01,895681,MOINHO (MOINHO 2),III - Não Programada e Não Despachada,Não,Hidráulica PCH,Potencial hidráulico,SUL,PR,Operação Normal,Sim,Não,50%,3.7,2.22,1,1,77088,PCH MOINHO 2 I5,CERCAR PCH MOINHO S/A,2015-07-18 00:00:00,2023-01-01 00:00:00,2.368882560483871,0,2.511435,0,0,,
80944,ACACIA,EOL.CV.BA.031418-8.01,896595,ACACIA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,16.2,6.9,1,1,18378,UEE ACACIA I5,CENTRAIS EOLICAS ACACIA S.A EM RECUPERACAO JUDICIAL,2022-05-18 00:00:00,2023-01-01 00:00:00,3.1468412755376347,0,6.693593717741935,0,0,,
80961,ABIL,EOL.CV.BA.031402-1.01,896593,ABIL,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,23.7,11,1,1,18377,UEE ABIL I5,CENTRAIS EOLICAS ABIL S.A.EM RECUPERACAO JUDICIAL,2022-02-10 00:00:00,2023-01-01 00:00:00,5.165496061827957,0,10.670946504032258,0,0,,
80964,ANGICO,EOL.CV.BA.031404-8.01,896560,ANGICO,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,8.1,3.9,1,1,18356,UEE ANGICO I5,CENTRAIS EOLICAS ANGICO S.A. EM RECUPERACAO JUDICIAL,2022-05-24 00:00:00,2023-01-01 00:00:00,2.05429336155914,0,3.783335586021505,0,0,,
80965,FOLHA DA SERRA,EOL.CV.BA.031407-2.01,896594,FOLHA DA SERRA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,21,9.7,1,1,18358,UEE FOLHA I5,CENTRAIS EOLICAS FOLHA DA SERRA S.A EM RECUPERACAO JUDICIAL,2022-02-02 00:00:00,2023-01-01 00:00:00,6.684705473118279,0,9.40983463172043,0,0,,
80966,JABUTICABA,EOL.CV.BA.031405-6.01,896592,JABUTICABA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,9,4.5,1,1,18375,UEE JABUTICABA I5,CENTRAIS EOLICAS JABUTICABA S.A. EM RECUPERACAO JUDICIAL,2022-02-10 00:00:00,2023-01-01 00:00:00,1.915364498655914,0,4.365387194892473,0,0,,
81021,JACARANDA DO CERRADO,EOL.CV.BA.031408-0.01,896590,JACARANDA DO CERRADO,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,21,9.5,1,1,18359,UEE JACARANDA I5,CENTRAIS EOLICAS JACARANDA DO SERRADO S.A. EM RECUPERACAO JUDICIAL,2022-02-02 00:00:00,2023-01-01 00:00:00,6.630919352150538,0,9.215817440860215,0,0,,
81022,TABOQUINHA,EOL.CV.BA.031406-4.01,896589,TABOQUINHA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,21.6,10.1,1,1,18379,UEE TABOQUINHA I5,CENTRAIS EOLICAS TABOQUINHA S.A. EM RECUPERACAO JUDICIAL,2022-06-08 00:00:00,2023-01-01 00:00:00,4.053288759408602,0,9.7978690577957,0,0,,
81023,TABUA,EOL.CV.BA.031403-0.01,896558,TABUA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,15,7.4,1,1,18357,UEE TABUA I5,CENTRAIS EOLICAS TABUA S.A. EM RECUPERACAO JUDICIAL,2022-02-10 00:00:00,2023-01-01 00:00:00,4.5440204946236555,0,7.178636735215053,0,0,,
81042,VAQUETA,EOL.CV.BA.031424-2.01,896587,VAQUETA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,23.4,10.7,1,1,18376,UEE VAQUETA I5,CENTRAIS EOLICAS VAQUETA S.A. EM RECUPERACAO JUDICIAL,2022-02-10 00:00:00,2023-01-01 00:00:00,6.067621044354838,0,10.379920708333334,0,0,,
81061,GUARANI TANABI 2,UTE.AI.SP.031445-5.01,895701,GUARANI TANABI 2,IIB - Programada e Não Despachada sem CVU,Não,Térmica a Biomassa,Bagaço de Cana de Açúcar,SUDESTE,SP,Operação Normal,Não,Não,50%,34,8.7,1,1,6125,GUARANI I5,TEREOS ACUCAR E ENERGIA BRASIL S.A.,2015-07-22 00:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
81063,PCH DOIDO,PCH.PH.TO.031244-4.01,896624,PCH DOIDO,III - Não Programada e Não Despachada,Não,Hidráulica PCH,Potencial hidráulico,NORDESTE,TO,Operação Normal,Não,Não,50%,6,4.86,1,1,59347,PCH DOIDO I5,SAO SEBASTIAO ENERGIA LTDA,2015-10-10 00:00:00,2023-01-01 00:00:00,4.343042008064516,0,6,0,0,,
81166,SANTA BRIGIDA VII,EOL.CV.PE.031422-6.01,896551,SANTA BRIGIDA VII,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,27.2,14.9,1,1,18101,VENTOS DE SANTA BRIGIDA VII I5,VENTOS DE SANTA BRIGIDA VII ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,15.340189038978496,0,14.45428208467742,0,0,,
81183,SANTA BRIGIDA II,EOL.CV.PE.031363-7.01,896547,SANTA BRIGIDA II,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,27.2,14.7,1,1,17735,VENTOS DE SANTA BRIGIDA II I5,VENTOS DE SANTA BRIGIDA II ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,11.970676866935484,0,14.26026486827957,0,0,,
81184,SANTA BRIGIDA III,EOL.CV.PE.031354-8.01,896548,SANTA BRIGIDA III,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,28.9,14.4,1,1,17737,VENTOS DE SANTA BRIGIDA III I5,VENTOS DE SANTA BRIGIDA III ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,15.315003420698925,0,13.969239049731184,0,0,,
81185,SANTA BRIGIDA IV,EOL.CV.PE.031370-0.01,896549,SANTA BRIGIDA IV,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,27.2,14,1,1,18098,VENTOS DE SANTA BRIGIDA IV I5,VENTOS DE SANTA BRIGIDA IV ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,15.430281014784947,0,13.581204663978495,0,0,,
81186,SANTA BRIGIDA 5,EOL.CV.PE.031346-7.01,896550,SANTA BRIGIDA 5,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,28.9,15,1,1,18099,VENTOS DE SANTA BRIGIDA V I5,VENTOS DE SANTA BRIGIDA V ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,16.12884359408602,0,14.551290681451611,0,0,,
81187,SANTA BRIGIDA VI,EOL.CV.PE.031353-0.01,896564,SANTA BRIGIDA VI,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,CE,Operação Normal,Não,Não,50%,28.9,15.1,1,1,18100,VENTOS DE SANTA BRIGIDA VI I5,VENTOS DE SANTA BRIGIDA VI ENERGIAS RENOVAVEIS S.A,2015-12-25 00:00:00,2023-01-01 00:00:00,15.889892997311827,0,14.648299291666666,0,0,,
81203,SANTO ONOFRE 1,EOL.CV.PI.031364-5.01,896545,SANTO ONOFRE 1,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,16.2,1,1,18145,VENTOS DE SANTO ONOFRE I I5,VENTOS DE SANTO ONOFRE I ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,8.863679213709677,0,15.715393951612903,0,0,,
81204,CAETITE C,EOL.CV.BA.031523-0.01,896264,CAETITE C,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,8.5,4.3,1,1,58798,CAETITE C I5,EOLICA CAETITE C S.A.,2015-09-09 00:00:00,2023-01-01 00:00:00,0.579771939516129,0,4.097067159946237,0,0,,
81205,SANTO TESSARO,CGH.PH.SC.031429-3.01,907107,SANTO TESSARO,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUL,SC,Operação Normal,Não,Não,50%,1,0.64,1,1,69745,C2LG I5,C2LG GERACAO DE ENERGIA LTDA,2018-06-20 00:00:00,2023-01-01 00:00:00,0.030484354838709676,0,0.64,0,0,,
81206,SAN JUAN,PCH.PH.SP.002688-3.02,896128,SAN JUAN,III - Não Programada e Não Despachada,Não,Hidráulica PCH,Potencial hidráulico,SUDESTE,SP,Operação Normal,Não,Não,50%,4.873,2.71,1,1,2233,FERRO LIGAS I5,FERRO LIGAS PIRACICABA LTDA.,2017-06-20 00:00:00,2023-01-01 00:00:00,3.356444924731183,0,2.1,0,0,,
81221,CAETITE A,EOL.CV.BA.031344-0.01,896246,CAETITE A,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,23.8,12.1,0.928571428571,1,58796,CAETITE A I5,EOLICA CAETITE A S.A.,2015-09-09 00:00:00,2023-01-01 00:00:00,5.20780124327957,0.09384176075268817,23.04337181182796,0,0,,
81223,CAETITE B,EOL.CV.BA.031342-4.01,896247,CAETITE B,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,22.1,10.9,1,1,58797,CAETITE B I5,EOLICA CAETITE B S.A.,2015-09-09 00:00:00,2023-01-01 00:00:00,4.186256784946237,0,10.573937911290322,0,0,,
81281,SÃO JOÃO (USJ),UTE.AI.SP.026832-1.01,896165,SÃO JOÃO (USJ),III - Não Programada e Não Despachada,Não,Térmica a Biomassa,Bagaço de Cana de Açúcar,SUDESTE,SP,Operação Normal,Não,Não,50%,40.75,3.6,1,1,58956,UTE USJ I5,U.S.J. - ACUCAR E ALCOOL S/A - EM RECUPERACAO JUDICIAL,2015-08-12 00:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
81282,SANTA JOANA IX,EOL.CV.PI.031417-0.01,896344,SANTA JOANA IX,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,29.6,15.8,1,1,18075,SANTAJOANA IX I5,VENTOS DE SANTA JOANA IX ENERGIAS RENOVAVEIS S.A.,2015-08-27 00:00:00,2023-01-01 00:00:00,4.906376147849462,0,15.327359522849463,0,0,,
81283,XAVANTINA,PCH.PH.SC.030263-5.01,896124,XAVANTINA,III - Não Programada e Não Despachada,Não,Hidráulica PCH,Potencial hidráulico,SUL,SC,Operação Normal,Sim,Não,50%,6.075,3.54,1,1,22484,XAVANTINA I5,XAVANTINA ENERGETICA S.A.,2015-09-04 00:00:00,2023-01-01 00:00:00,1.3468714005376343,0,3.794785,0,0,,
81285,SANTO ONOFRE III,EOL.CV.PI.031886-8.02,896524,SANTO ONOFRE III,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,16.7,1,1,18097,VENTOS DE SANTO ONOFRE III I5,VENTOS DE SANTO ONOFRE III ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,8.101226077956989,0,16.20043695295699,0,0,,
81286,SANTA JOANA II,EOL.CV.PI.031361-0.01,896528,SANTA JOANA II,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,14.8,1,1,18144,VENTOS DE SANTA JOANA II I5,VENTOS DE SANTA JOANA II ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,6.48944429704301,0,14.357273474462367,0,0,,
81287,SANTA JOANA VI,EOL.CV.PI.031367-0.01,896527,SANTA JOANA VI,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,15.1,1,1,18143,VENTOS DE SANTA JOANA VI I5,VENTOS DE SANTA JOANA VI ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,7.428279732526883,0,14.648299291666666,0,0,,
81288,SANTA JOANA VIII,EOL.CV.PI.031366-1.01,896526,SANTA JOANA VIII,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,15.7,1,1,18142,VENTOS DE SANTA JOANA VIII I5,VENTOS DE SANTA JOANA VIII ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,6.974526098118279,0,15.230350927419355,0,0,,
81289,SANTA JOANA XIV,EOL.CV.PI.031368-8.01,896546,SANTA JOANA XIV,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,14.9,0.933333333333,1,18074,VENTOS DE SANTA JOANA XIV I5,VENTOS DE SANTA JOANA XIV ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,6.373642627688172,0.455260189516129,13.490663616935484,0,0,,
81301,SANTO ONOFRE II,EOL.CV.PI.031362-9.01,896525,SANTO ONOFRE II,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,30,16.6,1,1,18146,VENTOS DE SANTO ONOFRE II I5,VENTOS DE SANTO ONOFRE II ENERGIAS RENOVAVEIS S.A.,2015-12-18 00:00:00,2023-01-01 00:00:00,6.488885206989247,0,16.10342836021505,0,0,,
81345,UTE PATENSE,UTE.FL.MG.032981-9.02,898161,UTE PATENSE,III - Não Programada e Não Despachada,Não,Térmica a Biomassa,Resíduos Florestais,SUDESTE,MG,Operação Normal,Não,Não,50%,3,0,1,1,58791,PATENSE PIE I5,INDUSTRIA DE RACOES PATENSE LTDA,2022-12-06 00:00:00,2023-01-01 00:00:00,0.06199923790322581,0,0,0,0,,
81382,VENTOS STA JOANA X,EOL.CV.PI.031393-9.01,895942,VENTOS STA JOANA X,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,29.6,16,1,1,18076,SANTAJOANA X I5,VENTOS DE SANTA JOANA X ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,5.788679568548387,0,15.521376711021505,0,0,,
81384,SANTA JOANA XII,EOL.CV.PI.031414-5.01,896025,SANTA JOANA XII,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,28.9,16.9,1,1,18077,SANTAJOANA XII I5,VENTOS DE SANTA JOANA XII ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,6.96652927016129,0,16.394454184139786,0,0,,
81385,VENTOS ST JOANA XIII,EOL.CV.PI.031394-7.01,896026,VENTOS ST JOANA XIII,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,29.6,16,1,1,18078,SANTAJOANA XIII I5,VENTOS DE SANTA JOANA XIII ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,5.738408755376343,0,15.521376711021505,0,0,,
81386,SANTA JOANA XV,EOL.CV.PI.031416-1.01,896087,SANTA JOANA XV,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,28.9,16.2,1,1,18079,SANTAJOANA XV I5,VENTOS DE SANTA JOANA XV ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,5.684219685483871,0,15.715393951612903,0,0,,
81421,SANTA JOANA XI,EOL.CV.PI.031388-2.01,896044,SANTA JOANA XI,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,29.6,16,1,1,18274,SANTAJOANA XI I5,VENTOS DE SANTA JOANA XI ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,5.420349661290323,0,15.521376711021505,0,0,,
81422,PCH MANOPLA,PCH.PH.PE.030572-3.01,898607,PCH LUIZ DIAS LINS,III - Não Programada e Não Despachada,Não,Hidráulica PCH,Potencial hidráulico,NORDESTE,PE,Operação Normal,Sim,Não,50%,5.751,3,1,1,60727,PCH LUIZ DIAS LINS I5,BRENNAND ENERGIA MANOPLA S/A,2016-07-08 00:00:00,2023-01-01 00:00:00,2.004778860215054,0,3.07566,0,0,,
81424,SANTA JOANA XVI,EOL.CV.PI.031392-0.01,896089,SANTA JOANA XVI,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,PI,Operação Normal,Não,Não,50%,28.9,17.4,1,1,18080,SANTAJOANA XVI I5,VENTOS DE SANTA JOANA XVI ENERGIAS RENOVAVEIS S.A.,2015-07-09 00:00:00,2023-01-01 00:00:00,5.850090045698925,0,16.879497212365592,0,0,,
81426,CGH BOM JARDIM,CGH.PH.RJ.030997-4.01,897164,CGH BOM JARDIM,III - Não Programada e Não Despachada,Não,Hidráulica CGH,Potencial hidráulico,SUDESTE,RJ,Operação Normal,Não,Não,50%,0.14,,0,1,51966,BIO WNR BOM JARDIM I5,BIO WNR USINA BOM JARDIM LTDA,2016-11-04 00:00:00,2023-01-01 00:00:00,0,0,0,0,0,,
81466,COQUEIRINHO 2,EOL.CV.BA.031518-4.01,896953,COQUEIRINHO 2,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,16,7.4,1,1,99102,CHESF I5-A,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2019-09-19 00:00:00,2023-01-01 00:00:00,2.699992690860215,0,7.178636735215053,0,0,,
81468,EOL Papagaio,EOL.CV.BA.031511-7.01,896965,EOL Papagaio,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,10,4.9,1,1,99102,CHESF I5-A,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2019-10-04 00:00:00,2023-01-01 00:00:00,1.897479442204301,0,4.753421610215054,0,0,,
81469,CORRUPIAO 3,EOL.CV.BA.031458-7.01,896588,CORRUPIAO 3,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,10,4.2,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2020-02-13 00:00:00,2023-01-01 00:00:00,0.6413423360215054,0,4.074361397849462,0,0,,
81470,CARCARA,EOL.CV.BA.031447-1.01,896557,CARCARA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,10,4.6,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2020-02-14 00:00:00,2023-01-01 00:00:00,1.6424429838709678,0,4.462395805107527,0,0,,
81471,TEIU 2,EOL.CV.BA.031431-5.01,896591,TEIU 2,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,8,4.2,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2019-11-20 00:00:00,2023-01-01 00:00:00,1.0506060282258065,0,4.074361397849462,0,0,,
81472,CAITITU 2,EOL.CV.BA.031432-3.01,896555,CAITITU 2,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,10,5.1,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2020-01-28 00:00:00,2023-01-01 00:00:00,1.6426160349462366,0,4.947438822580645,0,0,,
81473,CAITITU 3,EOL.CV.BA.031459-5.01,896556,CAITITU 3,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,10,4.7,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2020-01-29 00:00:00,2023-01-01 00:00:00,1.134484872311828,0,4.559404412634409,0,0,,
81501,ACAUA,EOL.CV.BA.031433-1.01,896585,ACAUA,IIC - Programada e Não Despachada em Conjunto,Sim,Eólica,Cinética do vento,NORDESTE,BA,Operação Normal,Não,Não,50%,6,3.1,1,1,27201,CHESF R,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,2019-11-13 00:00:00,2023-01-01 00:00:00,1.4665802930107525,0,3.0072667231182795,0,0,,
